"","scientific.name","common.name","iconic.taxon.name","observed.on","place.guess","latitude","longitude","positional.accuracy","user.id","captive.cultivated","url","image.url"
"548","Pontederia cordata","pickerelweed","Plantae","2022-08-21","Northeast Harbor, ME 04662, USA",44.3094724997,-68.2865769,NA,16276,"false","https://www.inaturalist.org/observations/131765330","https://inaturalist-open-data.s3.amazonaws.com/photos/224296121/medium.jpeg"
"549","Ilex mucronata","mountain holly","Plantae","2022-08-18","Winter Harbor, ME 04693, USA",44.3367333333,-68.062875,NA,1151163,"false","https://www.inaturalist.org/observations/131625277","https://inaturalist-open-data.s3.amazonaws.com/photos/224021288/medium.jpeg"
"550","Cornus canadensis","canadian bunchberry","Plantae","2022-08-18","Winter Harbor, ME 04693, USA",44.33671,-68.0632483333,NA,1151163,"false","https://www.inaturalist.org/observations/131617152","https://inaturalist-open-data.s3.amazonaws.com/photos/224021248/medium.jpeg"
"551","Prunus virginiana","chokecherry","Plantae","2022-08-20","Acadia National Park, Birch Harbor, ME, US",44.3755237354,-68.0750138616,6,6015567,"false","https://www.inaturalist.org/observations/131616506","https://inaturalist-open-data.s3.amazonaws.com/photos/224005792/medium.jpg"
"552","Urocerus taxodii","","Insecta","2022-08-20","Acadia National Park, Birch Harbor, ME, US",44.3403165596,-68.0632172904,145,255732,"false","https://www.inaturalist.org/observations/131598371","https://inaturalist-open-data.s3.amazonaws.com/photos/223973671/medium.jpg"
"553","Lycaena phlaeas","small copper","Insecta","2022-08-20","Birch Harbor",44.3760681152,-68.0749664307,4,242755,"false","https://www.inaturalist.org/observations/131597933","https://inaturalist-open-data.s3.amazonaws.com/photos/223973098/medium.jpeg"
"554","Danaus plexippus","monarch","Insecta","2022-08-20","Acadia National Park, Birch Harbor, ME, US",44.3353416667,-68.0592583333,4,1552603,"false","https://www.inaturalist.org/observations/131596933","https://inaturalist-open-data.s3.amazonaws.com/photos/223984029/medium.jpg"
"555","Lycaena phlaeas","small copper","Insecta","2022-08-20","Acadia National Park, Birch Harbor, ME, US",44.33538,-68.0591666667,4,1552603,"false","https://www.inaturalist.org/observations/131596825","https://inaturalist-open-data.s3.amazonaws.com/photos/223970900/medium.jpg"
"556","Coenonympha california","common ringlet","Insecta","2022-08-20","Acadia National Park, Birch Harbor, ME, US",44.3353716667,-68.0591888333,4,1552603,"false","https://www.inaturalist.org/observations/131596394","https://inaturalist-open-data.s3.amazonaws.com/photos/223970623/medium.jpg"
"557","Polistes fuscatus","dark paper wasp","Insecta","2022-08-20","Acadia National Park, Birch Harbor, ME, US",44.335655,-68.0580833333,4,1552603,"false","https://www.inaturalist.org/observations/131596149","https://inaturalist-open-data.s3.amazonaws.com/photos/223969840/medium.jpg"
"558","Sericomyia chrysotoxoides","oblique-banded pond fly","Insecta","2022-08-20","Acadia National Park, Birch Harbor, ME, US",44.3358616667,-68.057975,4,1552603,"false","https://www.inaturalist.org/observations/131595634","https://inaturalist-open-data.s3.amazonaws.com/photos/223969757/medium.jpg"
"559","Cisseps fulvicollis","yellow-collared scape moth","Insecta","2022-08-20","Acadia National Park, Birch Harbor, ME, US",44.3353633333,-68.0590666667,5,6045679,"false","https://www.inaturalist.org/observations/131595577","https://inaturalist-open-data.s3.amazonaws.com/photos/223968882/medium.jpg"
"560","Danaus plexippus","monarch","Insecta","2022-08-20","Acadia National Park, Birch Harbor, ME, US",44.3352533333,-68.0591361667,5,6045679,"false","https://www.inaturalist.org/observations/131595389","https://inaturalist-open-data.s3.amazonaws.com/photos/223968489/medium.jpg"
"561","Cercyonis pegala","common wood-nymph","Insecta","2022-08-20","Acadia National Park, Birch Harbor, ME, US",44.3353366667,-68.0591805,5,6045679,"false","https://www.inaturalist.org/observations/131595135","https://inaturalist-open-data.s3.amazonaws.com/photos/223968011/medium.jpg"
"562","Popillia japonica","japanese beetle","Insecta","2022-08-20","Winter Harbor, ME 04693, USA",44.3358333333,-68.0594444444,NA,531333,"false","https://www.inaturalist.org/observations/131595127","https://inaturalist-open-data.s3.amazonaws.com/photos/223967996/medium.jpeg"
"563","Cercyonis pegala","common wood-nymph","Insecta","2022-08-20","Acadia National Park, Birch Harbor, ME, US",44.3353383333,-68.0592028333,5,6045679,"false","https://www.inaturalist.org/observations/131594846","https://inaturalist-open-data.s3.amazonaws.com/photos/223967538/medium.jpg"
"564","Cercyonis pegala","common wood-nymph","Insecta","2022-08-20","Winter Harbor, ME 04693, USA",44.3358333333,-68.0594444444,NA,531333,"false","https://www.inaturalist.org/observations/131594839","https://inaturalist-open-data.s3.amazonaws.com/photos/223967514/medium.jpeg"
"565","Popillia japonica","japanese beetle","Insecta","2022-08-20","Acadia National Park, Birch Harbor, ME, US",44.335795,-68.0580971667,16,1552603,"false","https://www.inaturalist.org/observations/131594535","https://inaturalist-open-data.s3.amazonaws.com/photos/223966970/medium.jpg"
"566","Cornus canadensis","canadian bunchberry","Plantae","2022-08-20","Acadia National Park, Hancock County, US-ME, US",44.3366728088,-68.0632600174,8,531333,"false","https://www.inaturalist.org/observations/131594454","https://inaturalist-open-data.s3.amazonaws.com/photos/223966813/medium.jpeg"
"567","Daucus carota","wild carrot","Plantae","2022-08-20","Acadia National Park, Birch Harbor, ME, US",44.3358033333,-68.0585861667,4,1552603,"false","https://www.inaturalist.org/observations/131594118","https://inaturalist-open-data.s3.amazonaws.com/photos/223966126/medium.jpg"
"568","Catocala antinympha","sweetfern underwing moth","Insecta","2022-08-20","Acadia National Park, Bass Harbor, ME, US",44.2405533333,-68.3039383333,17,1350093,"false","https://www.inaturalist.org/observations/131593757","https://static.inaturalist.org/photos/223965547/medium.jpg"
"569","Ilex mucronata","mountain holly","Plantae","2022-08-20","Acadia National Park, Hancock County, US-ME, US",44.3365928433,-68.0640501491,44,6045673,"false","https://www.inaturalist.org/observations/131592843","https://static.inaturalist.org/photos/223963690/medium.jpg"
"570","Xanthoria parietina","common sunburst lichen","Fungi","2022-08-20","Acadia National Park, Hancock County, US-ME, US",44.34068,-68.0653695,20,255732,"false","https://www.inaturalist.org/observations/131592517","https://inaturalist-open-data.s3.amazonaws.com/photos/223962965/medium.jpg"
"571","Carcinus maenas","european green crab","Animalia","2022-08-20","Acadia National Park, Hancock County, US-ME, US",44.3406633333,-68.0653,7,255732,"false","https://www.inaturalist.org/observations/131592326","https://inaturalist-open-data.s3.amazonaws.com/photos/223962579/medium.jpg"
"572","Fucus vesiculosus","bladder wrack","Chromista","2022-08-20","Acadia National Park, Hancock County, US-ME, US",44.3407283333,-68.0654971667,23,255732,"false","https://www.inaturalist.org/observations/131592202","https://inaturalist-open-data.s3.amazonaws.com/photos/223962324/medium.jpg"
"573","Camponotus herculeanus","hercules ant","Insecta","2022-08-20","Acadia National Park, Hancock County, US-ME, US",44.3403166667,-68.0655666667,4,255732,"false","https://www.inaturalist.org/observations/131591990","https://inaturalist-open-data.s3.amazonaws.com/photos/223961919/medium.jpg"
"574","Onoclea sensibilis","sensitive fern","Plantae","2022-08-20","Acadia National Park, Hancock County, US-ME, US",44.3401666667,-68.0640028333,21,255732,"false","https://www.inaturalist.org/observations/131591760","https://inaturalist-open-data.s3.amazonaws.com/photos/223961469/medium.jpg"
"575","Lysimachia borealis","northern starflower","Plantae","2022-08-20","Acadia National Park, Hancock County, US-ME, US",44.34013,-68.0636055,13,255732,"false","https://www.inaturalist.org/observations/131591629","https://inaturalist-open-data.s3.amazonaws.com/photos/223961324/medium.jpg"
"576","Cornus canadensis","canadian bunchberry","Plantae","2022-08-20","Acadia National Park, Hancock County, US-ME, US",44.3402283333,-68.0622416667,10,255732,"false","https://www.inaturalist.org/observations/131591486","https://inaturalist-open-data.s3.amazonaws.com/photos/223961075/medium.jpg"
"577","Ilex mucronata","mountain holly","Plantae","2022-08-20","Acadia National Park, Birch Harbor, ME, US",44.3369257026,-68.065185478,4,6015567,"false","https://www.inaturalist.org/observations/131590333","https://inaturalist-open-data.s3.amazonaws.com/photos/223959087/medium.jpg"
"578","Cornus canadensis","canadian bunchberry","Plantae","2022-08-20","Acadia National Park, Hancock County, US-ME, US",44.3366690061,-68.0632610987,46,6045673,"false","https://www.inaturalist.org/observations/131589698","https://static.inaturalist.org/photos/223963997/medium.jpg"
"579","Aralia nudicaulis","wild sarsaparilla","Plantae","2022-08-20","Acadia National Park, Birch Harbor, ME, US",44.3367255726,-68.0648461546,4,6015567,"false","https://www.inaturalist.org/observations/131589592","https://inaturalist-open-data.s3.amazonaws.com/photos/223957852/medium.jpg"
"580","Strymon melinus","gray hairstreak","Insecta","2022-08-20","Acadia National Park, Birch Harbor, ME, US",44.3351496199,-68.0589811401,11,5766163,"false","https://www.inaturalist.org/observations/131588613","https://inaturalist-open-data.s3.amazonaws.com/photos/223955730/medium.jpg"
"581","Danaus plexippus","monarch","Insecta","2022-08-20","Acadia National Park, Birch Harbor, ME, US",44.3361643036,-68.0592739139,35,5766163,"false","https://www.inaturalist.org/observations/131587485","https://inaturalist-open-data.s3.amazonaws.com/photos/223953904/medium.jpg"
"582","Popillia japonica","japanese beetle","Insecta","2022-08-20","Acadia National Park, Birch Harbor, ME, US",44.3361813053,-68.0592099564,35,5766163,"false","https://www.inaturalist.org/observations/131587290","https://inaturalist-open-data.s3.amazonaws.com/photos/223953281/medium.jpg"
"583","Lycaena phlaeas","small copper","Insecta","2022-08-20","Winter Harbor, ME 04693, USA",44.33591997,-68.05841805,6,6045676,"false","https://www.inaturalist.org/observations/131586835","https://static.inaturalist.org/photos/223952428/medium.jpeg"
"584","Spiraea alba","white meadowsweet","Plantae","2022-08-20","Winter Harbor, ME 04693, USA",44.3361265685,-68.0583639254,3,531333,"false","https://www.inaturalist.org/observations/131586449","https://inaturalist-open-data.s3.amazonaws.com/photos/223951650/medium.jpeg"
"585","Popillia japonica","japanese beetle","Insecta","2022-08-20","Acadia National Park, Birch Harbor, ME, US",44.3363439923,-68.0620342941,4,6045673,"false","https://www.inaturalist.org/observations/131586209","https://static.inaturalist.org/photos/223963866/medium.jpg"
"586","Coccinella septempunctata","seven-spotted lady beetle","Insecta","2022-08-20","Acadia National Park, Birch Harbor, ME, US",44.3362752676,-68.0620390672,4,6045673,"false","https://www.inaturalist.org/observations/131585931","https://static.inaturalist.org/photos/223950767/medium.jpg"
"587","Popillia japonica","japanese beetle","Insecta","2022-08-20","Winter Harbor, ME 04693, USA",44.33600669,-68.05861273,9,6045676,"false","https://www.inaturalist.org/observations/131585576","https://static.inaturalist.org/photos/223950126/medium.jpeg"
"588","Argiope aurantia","yellow garden spider","Arachnida","2022-08-20","Acadia National Park, Birch Harbor, ME, US",44.3362941972,-68.0590665363,35,5766163,"false","https://www.inaturalist.org/observations/131585376","https://inaturalist-open-data.s3.amazonaws.com/photos/223949782/medium.jpg"
"589","Comptonia peregrina","sweetfern","Plantae","2022-08-20","Winter Harbor, ME 04693, USA",44.3362324887,-68.0618022926,3,531333,"false","https://www.inaturalist.org/observations/131584874","https://inaturalist-open-data.s3.amazonaws.com/photos/223948859/medium.jpeg"
"590","Comptonia peregrina","sweetfern","Plantae","2022-08-20","Acadia National Park, Birch Harbor, ME, US",44.336492249,-68.0618077439,6,6045673,"false","https://www.inaturalist.org/observations/131584126","https://static.inaturalist.org/photos/223947495/medium.jpg"
"591","Danaus plexippus","monarch","Insecta","2022-08-20","Winter Harbor, ME 04693, USA",44.3364625687,-68.0618116405,24,531333,"false","https://www.inaturalist.org/observations/131583818","https://inaturalist-open-data.s3.amazonaws.com/photos/223946962/medium.jpeg"
"592","Danaus plexippus","monarch","Insecta","2022-08-20","Acadia National Park, Birch Harbor, ME, US",44.3364580248,-68.0618071812,4,6045673,"false","https://www.inaturalist.org/observations/131583698","https://static.inaturalist.org/photos/223946810/medium.jpg"
"593","Danaus plexippus","monarch","Insecta","2022-08-20","Acadia National Park, Birch Harbor, ME, US",44.3364347839,-68.0618216745,4,6015567,"false","https://www.inaturalist.org/observations/131583410","https://inaturalist-open-data.s3.amazonaws.com/photos/223946352/medium.jpg"
"594","Lotus corniculatus","bird's-foot trefoil","Plantae","2022-08-20","Winter Harbor, ME 04693, USA",44.336114,-68.0589762,16,531333,"false","https://www.inaturalist.org/observations/131583001","https://inaturalist-open-data.s3.amazonaws.com/photos/223945561/medium.jpeg"
"595","Prunella vulgaris","common selfheal","Plantae","2022-08-20","Winter Harbor, ME 04693, USA",44.3360577,-68.05873251,7,6045676,"false","https://www.inaturalist.org/observations/131582515","https://static.inaturalist.org/photos/223944912/medium.jpeg"
"596","Trifolium pratense","red clover","Plantae","2022-08-20","Acadia National Park, Birch Harbor, ME, US",44.3403033333,-68.0608528333,9,255732,"false","https://www.inaturalist.org/observations/131581540","https://inaturalist-open-data.s3.amazonaws.com/photos/223960854/medium.jpg"
"597","Bombus ternarius","tricolored bumble bee","Insecta","2022-08-19","Schoodic Loop Rd, Birch Harbor, ME, US",44.3801283333,-68.066475,4,71842,"false","https://www.inaturalist.org/observations/131492537","https://inaturalist-open-data.s3.amazonaws.com/photos/223779841/medium.jpg"
"598","Urocerus albicornis","white-horned horntail","Insecta","2022-08-19","Acadia National Park, Bar Harbor, ME, US",44.3273736735,-68.1759085852,102,1902882,"false","https://www.inaturalist.org/observations/131480349","https://static.inaturalist.org/photos/223756653/medium.jpg"
"599","Colaptes auratus","northern flicker","Aves","2022-08-19","Acadia National Park, Southwest Harbor, ME, US",44.2428533333,-68.3080216667,3,1350093,"false","https://www.inaturalist.org/observations/131462708","https://static.inaturalist.org/photos/223724968/medium.jpg"
"600","Tapinella atrotomentosa","velvet-footed pax","Fungi","2022-08-18","Hancock County, US-ME, US",44.3842158624,-68.2510663393,9,5175135,"false","https://www.inaturalist.org/observations/131441533","https://static.inaturalist.org/photos/223686557/medium.jpeg"
"601","Rosa rugosa","rugosa rose","Plantae","2022-08-18","Hancock County, US-ME, US",44.3189716626,-68.2337339356,3,5175135,"false","https://www.inaturalist.org/observations/131441381","https://static.inaturalist.org/photos/223686279/medium.jpeg"
"602","Pleurozium schreberi","red-stemmed feather moss","Plantae","2022-08-18","Winter Harbor, ME 04693, USA",44.3364483333,-68.0624833333,NA,1151163,"false","https://www.inaturalist.org/observations/131433541","https://inaturalist-open-data.s3.amazonaws.com/photos/223672477/medium.jpeg"
"603","Prunus virginiana","chokecherry","Plantae","2022-08-18","Acadia National Park, Bar Harbor, ME, US",44.3174283333,-68.1912783333,4,2183725,"false","https://www.inaturalist.org/observations/131403920","https://inaturalist-open-data.s3.amazonaws.com/photos/223615429/medium.jpg"
"604","Dryocampa rubicunda","rosy maple moth","Insecta","2022-08-18","Acadia National Park, Mount Desert, ME, US",44.3244583333,-68.2850583333,4,2183725,"false","https://www.inaturalist.org/observations/131403875","https://inaturalist-open-data.s3.amazonaws.com/photos/223614562/medium.jpg"
"605","Rosa rugosa","rugosa rose","Plantae","2022-08-18","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3174133301,-68.1994781494,4,5667152,"false","https://www.inaturalist.org/observations/131383246","https://inaturalist-open-data.s3.amazonaws.com/photos/223709021/medium.jpeg"
"606","Rosa rugosa","rugosa rose","Plantae","2022-08-18","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3289778502,-68.1841687966,4,5031034,"false","https://www.inaturalist.org/observations/131369829","https://inaturalist-open-data.s3.amazonaws.com/photos/223549934/medium.jpg"
"607","Junco hyemalis","dark-eyed junco","Aves","2022-08-16","Acadia National Park, Mount Desert, ME, US",44.3165515162,-68.3388376041,872,2183725,"false","https://www.inaturalist.org/observations/131265970","https://inaturalist-open-data.s3.amazonaws.com/photos/223354601/medium.jpg"
"608","Storeria occipitomaculata","red-bellied snake","Reptilia","2022-08-16","Mount Desert Island, Southwest Harbor, ME, US",44.2304216667,-68.32363,4,5342054,"false","https://www.inaturalist.org/observations/131250828","https://inaturalist-open-data.s3.amazonaws.com/photos/223326709/medium.jpg"
"609","Rosa rugosa","rugosa rose","Plantae","2022-08-16","Acadia National Park, Southwest Harbor, ME, US",44.2294966667,-68.3128583333,8,5153687,"false","https://www.inaturalist.org/observations/131151605","https://inaturalist-open-data.s3.amazonaws.com/photos/223148190/medium.jpg"
"610","Trimerotropis verruculata","crackling forest grasshopper","Insecta","2022-08-16","Bar Harbor, ME 04609, USA",44.3511083333,-68.2259861111,NA,1113359,"false","https://www.inaturalist.org/observations/131150990","https://static.inaturalist.org/photos/223146948/medium.jpeg"
"611","Aralia nudicaulis","wild sarsaparilla","Plantae","2022-08-16","Mt Desert, ME 04660, USA",44.313325,-68.2080583333,NA,1113359,"false","https://www.inaturalist.org/observations/131150777","https://static.inaturalist.org/photos/223146401/medium.jpeg"
"612","Umbilicaria mammulata","smooth rock tripe","Fungi","2022-08-16","Acadia National Park, Southwest Harbor, ME, US",44.3049866667,-68.3580466667,4,2183725,"false","https://www.inaturalist.org/observations/131148543","https://inaturalist-open-data.s3.amazonaws.com/photos/223141793/medium.jpg"
"613","Lasallia papulosa","common toadskin lichen","Fungi","2022-08-16","Acadia National Park, Southwest Harbor, ME, US",44.306205,-68.35913,4,2183725,"false","https://www.inaturalist.org/observations/131148537","https://inaturalist-open-data.s3.amazonaws.com/photos/223152794/medium.jpg"
"614","Phegopteris connectilis","long beech fern","Plantae","2022-08-16","Acadia National Park, Southwest Harbor, ME, US",44.303295,-68.3571783333,7,2183725,"false","https://www.inaturalist.org/observations/131148340","https://inaturalist-open-data.s3.amazonaws.com/photos/223141029/medium.jpg"
"615","Geranium robertianum","herb robert","Plantae","2022-08-16","Acadia National Park, Southwest Harbor, ME, US",44.30173,-68.3546966667,4,2183725,"false","https://www.inaturalist.org/observations/131148283","https://inaturalist-open-data.s3.amazonaws.com/photos/223140983/medium.jpg"
"616","Linaria vulgaris","common toadflax","Plantae","2022-08-16","Acadia National Park, Birch Harbor, ME, US",44.3412766279,-68.0620183568,4,1423154,"false","https://www.inaturalist.org/observations/131133208","https://inaturalist-open-data.s3.amazonaws.com/photos/223115867/medium.jpg"
"617","Lithobates clamitans","green frog","Amphibia","2022-08-16","Acadia National Park, Bar Harbor, ME, US",44.391605,-68.2360616667,30,1499959,"false","https://www.inaturalist.org/observations/131125187","https://inaturalist-open-data.s3.amazonaws.com/photos/223096389/medium.jpg"
"618","Buprestis maculativentris","spotted-belly buprestid beetle","Insecta","2022-08-16","Acadia National Park, Hancock County, US-ME, US",44.3053730118,-68.34250172,5005,1248615,"false","https://www.inaturalist.org/observations/131116714","https://static.inaturalist.org/photos/223080784/medium.jpg"
"619","Cupido comyntas","eastern tailed-blue","Insecta","2022-08-22","Schoodic Institute",44.336174478,-68.0595185235,182,256926,"false","https://www.inaturalist.org/observations/131962458","https://inaturalist-open-data.s3.amazonaws.com/photos/224653000/medium.jpeg"
"620","Lobelia cardinalis","cardinal flower","Plantae","2022-08-21","Acadia National Park, Bar Harbor, ME, US",44.3625333333,-68.20765,38,2846903,"false","https://www.inaturalist.org/observations/131959083","https://inaturalist-open-data.s3.amazonaws.com/photos/224646719/medium.jpg"
"621","Sarracenia purpurea","purple pitcher plant","Plantae","2022-08-21","Hancock County, US-ME, US",44.38228436,-68.3950023169,4,2846903,"false","https://www.inaturalist.org/observations/131959023","https://inaturalist-open-data.s3.amazonaws.com/photos/224646647/medium.jpg"
"622","Comptonia peregrina","sweetfern","Plantae","2022-08-22","Acadia National Park, Bass Harbor, ME, US",44.2402083333,-68.3038783333,4,2846903,"false","https://www.inaturalist.org/observations/131958959","https://inaturalist-open-data.s3.amazonaws.com/photos/224646530/medium.jpg"
"623","Pontederia cordata","pickerelweed","Plantae","2022-08-22","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3357999716,-68.1919851155,390,4229344,"false","https://www.inaturalist.org/observations/131953464","https://inaturalist-open-data.s3.amazonaws.com/photos/224635397/medium.jpg"
"624","Viburnum cassinoides","northern wild raisin","Plantae","2022-08-22","Acadia National Park, Hancock County, US-ME, US",44.3363138563,-68.0593410115,295,2955050,"false","https://www.inaturalist.org/observations/131936018","https://inaturalist-open-data.s3.amazonaws.com/photos/224602484/medium.jpg"
"625","Comptonia peregrina","sweetfern","Plantae","2022-08-22","Acadia National Park, Hancock County, US-ME, US",44.3368575766,-68.0602721263,168,2955050,"false","https://www.inaturalist.org/observations/131935961","https://inaturalist-open-data.s3.amazonaws.com/photos/224602410/medium.jpg"
"626","Danaus plexippus","monarch","Insecta","2022-08-22","Parque Nacional Acadia, Bar Harbor, ME, US",44.3975977321,-68.2093139459,5,3045809,"false","https://www.inaturalist.org/observations/131905525","https://inaturalist-open-data.s3.amazonaws.com/photos/224544433/medium.jpg"
"627","Aralia nudicaulis","wild sarsaparilla","Plantae","2022-08-22","Northeast Harbor, ME 04662, USA",44.31336207,-68.28411588,11,3020288,"false","https://www.inaturalist.org/observations/131892051","https://inaturalist-open-data.s3.amazonaws.com/photos/224519201/medium.jpeg"
"628","Dissosteira carolina","carolina grasshopper","Insecta","2022-08-21","Southwest Harbor, ME 04679, USA",44.2255363958,-68.3182789385,16,427924,"false","https://www.inaturalist.org/observations/131835209","https://inaturalist-open-data.s3.amazonaws.com/photos/224414465/medium.jpeg"
"629","Calystegia sepium","hedge bindweed","Plantae","2022-08-20","Winter Harbor, ME 04693, USA",44.3342541,-68.0471698,NA,4465482,"false","https://www.inaturalist.org/observations/131824367","https://inaturalist-open-data.s3.amazonaws.com/photos/224393729/medium.jpeg"
"630","Lycomorpha pholus","black-and-yellow lichen moth","Insecta","2022-08-20","Winter Harbor, ME 04693, USA",44.3342360997,-68.0472630997,NA,4465482,"false","https://www.inaturalist.org/observations/131824199","https://inaturalist-open-data.s3.amazonaws.com/photos/224393360/medium.jpeg"
"631","Spiraea alba","white meadowsweet","Plantae","2022-08-20","Winter Harbor, ME 04693, USA",44.3318749722,-68.0491439722,NA,4465482,"false","https://www.inaturalist.org/observations/131823981","https://inaturalist-open-data.s3.amazonaws.com/photos/224393014/medium.jpeg"
"632","Juniperus communis","common juniper","Plantae","2022-08-20","Winter Harbor, ME 04693, USA",44.3321919722,-68.049879,NA,4465482,"false","https://www.inaturalist.org/observations/131823316","https://inaturalist-open-data.s3.amazonaws.com/photos/224391720/medium.jpeg"
"633","Morella pensylvanica","northern bayberry","Plantae","2022-08-20","Winter Harbor, ME 04693, USA",44.332332,-68.05021,NA,4465482,"false","https://www.inaturalist.org/observations/131823209","https://inaturalist-open-data.s3.amazonaws.com/photos/224391520/medium.jpeg"
"634","Osmundastrum cinnamomeum","cinnamon fern","Plantae","2022-08-20","Winter Harbor, ME 04693, USA",44.333244,-68.0517889722,NA,4465482,"false","https://www.inaturalist.org/observations/131822385","https://inaturalist-open-data.s3.amazonaws.com/photos/224389823/medium.jpeg"
"635","Morella pensylvanica","northern bayberry","Plantae","2022-08-20","Winter Harbor, ME 04693, USA",44.333176,-68.051568,NA,4465482,"false","https://www.inaturalist.org/observations/131822234","https://inaturalist-open-data.s3.amazonaws.com/photos/224389524/medium.jpeg"
"636","Symphyotrichum novi-belgii","new york aster","Plantae","2022-08-20","Winter Harbor, ME 04693, USA",44.331727,-68.048882,NA,4465482,"false","https://www.inaturalist.org/observations/131812028","https://inaturalist-open-data.s3.amazonaws.com/photos/224368459/medium.jpeg"
"637","Solidago sempervirens","northern seaside goldenrod","Plantae","2022-08-20","Winter Harbor, ME 04693, USA",44.331792,-68.048569,NA,4465482,"false","https://www.inaturalist.org/observations/131811360","https://inaturalist-open-data.s3.amazonaws.com/photos/224367139/medium.jpeg"
"638","Rhodiola rosea","roseroot","Plantae","2022-08-20","Winter Harbor, ME 04693, USA",44.3318431,-68.0485761997,NA,4465482,"false","https://www.inaturalist.org/observations/131811218","https://inaturalist-open-data.s3.amazonaws.com/photos/224366808/medium.jpeg"
"639","Sagina procumbens","procumbent pearlwort","Plantae","2022-08-20","Winter Harbor, ME 04693, USA",44.3329455,-68.0480246,NA,4465482,"false","https://www.inaturalist.org/observations/131811156","https://inaturalist-open-data.s3.amazonaws.com/photos/224366677/medium.jpeg"
"640","Potentilla norvegica","rough cinquefoil","Plantae","2022-08-20","Winter Harbor, ME 04693, USA",44.3329599722,-68.048033,NA,4465482,"false","https://www.inaturalist.org/observations/131811089","https://inaturalist-open-data.s3.amazonaws.com/photos/224366537/medium.jpeg"
"641","Cuscuta gronovii","scaldweed","Plantae","2022-08-20","Winter Harbor, ME 04693, USA",44.33337,-68.047852,NA,4465482,"false","https://www.inaturalist.org/observations/131810878","https://inaturalist-open-data.s3.amazonaws.com/photos/224366102/medium.jpeg"
"642","Scutellaria galericulata","marsh skullcap","Plantae","2022-08-20","Winter Harbor, ME 04693, USA",44.3342659722,-68.0472199722,NA,4465482,"false","https://www.inaturalist.org/observations/131810695","https://inaturalist-open-data.s3.amazonaws.com/photos/224365809/medium.jpeg"
"643","Geranium robertianum","herb robert","Plantae","2022-08-20","Winter Harbor, ME 04693, USA",44.335138,-68.0463859722,NA,4465482,"false","https://www.inaturalist.org/observations/131810573","https://inaturalist-open-data.s3.amazonaws.com/photos/224365596/medium.jpeg"
"644","Potentilla norvegica","rough cinquefoil","Plantae","2022-08-20","Winter Harbor, ME 04693, USA",44.3360339722,-68.0461999722,NA,4465482,"false","https://www.inaturalist.org/observations/131810424","https://inaturalist-open-data.s3.amazonaws.com/photos/224365354/medium.jpeg"
"645","Morella pensylvanica","northern bayberry","Plantae","2022-08-21","Acadia National Park, Bar Harbor, ME, US",44.3269628343,-68.1779482771,476,1037991,"false","https://www.inaturalist.org/observations/131792955","https://inaturalist-open-data.s3.amazonaws.com/photos/224333383/medium.jpg"
"646","Cornus canadensis","canadian bunchberry","Plantae","2022-08-21","Acadia National Park, Bar Harbor, ME, US",44.3330340465,-68.1781897139,179,1037991,"false","https://www.inaturalist.org/observations/131792201","https://inaturalist-open-data.s3.amazonaws.com/photos/224331951/medium.jpg"
"647","Ascophyllum nodosum","knotted wrack","Chromista","2022-08-21","Acadia National Park, Bar Harbor, ME, US",44.3320172806,-68.1767913355,247,1037991,"false","https://www.inaturalist.org/observations/131792049","https://inaturalist-open-data.s3.amazonaws.com/photos/224331586/medium.jpg"
"648","Spiraea alba","white meadowsweet","Plantae","2022-08-21","Mt Desert, ME 04660, USA",44.3064527778,-68.2012583333,NA,316327,"false","https://www.inaturalist.org/observations/131790194","https://inaturalist-open-data.s3.amazonaws.com/photos/224328378/medium.jpeg"
"649","Lobaria pulmonaria","tree lungwort","Fungi","2022-08-21","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3131909,-68.2874747997,NA,16276,"false","https://www.inaturalist.org/observations/131772657","https://inaturalist-open-data.s3.amazonaws.com/photos/224296510/medium.jpeg"
"650","Nymphaea odorata","american white waterlily","Plantae","2022-08-21","Northeast Harbor, ME 04662, USA",44.3094651997,-68.2865821,NA,16276,"false","https://www.inaturalist.org/observations/131765794","https://inaturalist-open-data.s3.amazonaws.com/photos/224296389/medium.jpeg"
"651","Pontederia cordata","pickerelweed","Plantae","2022-08-21","Northeast Harbor, ME 04662, USA",44.3094724997,-68.2865769,NA,16276,"false","https://www.inaturalist.org/observations/131765330","https://inaturalist-open-data.s3.amazonaws.com/photos/224296121/medium.jpeg"
"652","Ilex mucronata","mountain holly","Plantae","2022-08-18","Winter Harbor, ME 04693, USA",44.3367333333,-68.062875,NA,1151163,"false","https://www.inaturalist.org/observations/131625277","https://inaturalist-open-data.s3.amazonaws.com/photos/224021288/medium.jpeg"
"653","Cornus canadensis","canadian bunchberry","Plantae","2022-08-18","Winter Harbor, ME 04693, USA",44.33671,-68.0632483333,NA,1151163,"false","https://www.inaturalist.org/observations/131617152","https://inaturalist-open-data.s3.amazonaws.com/photos/224021248/medium.jpeg"
